"Name","State","Tags","Runtime","Created","lm","pattern","avg_consistency_by_edge_out","avg_entropy","both_consistency","both_edges","consistency","consistent_subjects","group-unacc","knowledgable_consistency","lama_acc","lama_group_acc","lexical_consistency","lexical_edges","n_patterns","no_change_consistency","std_entropy","successful_patterns","successful_subjects","syntactic_consistency","syntactic_edges","total","total_both","total_lex","total_no","total_syn","unknowledgable_consistency"
"P159_consistency_probe_bert-base-cased","finished","P159, probe","479","2021-12-05T16:27:15.000Z","bert-base-cased","P159","0.5536068714129753","0.473389374253572","0.5432752479060364","26","0.550354609929078","0.2715894868585732","0.056179775280898875","0.6742808798646363","0.3233458177278402","0.215980024968789","0.6412181894034209","6","10","-1","0.4057605510070829","1","0.493116395494368","-1","0","71910","20774","4794","0","0","0.4297942386831275"
"P159_consistency_probe_bert-base-uncased","finished","P159, probe","446","2021-12-05T16:22:34.000Z","bert-base-uncased","P159","1","0","1","26","1","1","0.27340823970037453","0","0","0","1","6","10","-1","0","0","0","-1","0","71910","20774","4794","0","0","1"
"P1412_consistency_probe_bert-base-cased","finished","P1412, probe","370","2021-12-05T16:21:00.000Z","bert-base-cased","P1412","0.7637814579156256","0.3849463326897965","0.7533405561574575","12","0.7602925243770314","0.4723726977248104","0.045454545454545456","0.7807373271889401","0.6915584415584416","0.4264069264069264","0.9089924160346696","4","8","-1","0.4107736037614842","1","0.8396533044420368","0.6966413867822319","2","51688","11076","3692","0","1846","0.6532335907335908"
"P140_consistency_probe_bert-base-cased","finished","P140, probe","113","2021-12-05T16:19:02.000Z","bert-base-cased","P140","0.2568674910987986","0.6957112466431553","0.7576112412177985","4","0.25604996096799376","0.00234192037470726","0","0.257736516357206","0.016203703703703703","0.0023148148148148147","-1","0","4","-1","0.3935156931959533","1","0.882903981264637","-1","0","5124","1708","0","0","0","0.24333333333333337"
"P1412_consistency_probe_bert-base-uncased","finished","P1412, probe","350","2021-12-05T16:16:39.000Z","bert-base-uncased","P1412","1","0","1","12","1","1","0.329004329004329","0","0","0","1","4","8","-1","0","0","0","1","2","51688","11076","3692","0","1846","1"
"P140_consistency_probe_bert-base-uncased","finished","P140, probe","106","2021-12-05T16:14:47.000Z","bert-base-uncased","P140","1","0","1","4","1","1","0.023148148148148147","0","0","0","-1","0","4","-1","0","0","0","-1","0","5124","1708","0","0","0","1"
"P138_consistency_probe_bert-base-cased","finished","P138, probe","553","2021-12-05T16:09:44.000Z","bert-base-cased","P138","0.7616719057812468","0.32274276203570273","0.728397397094431","118","0.7605498120300752","0.5044642857142857","0.026030368763557483","0.8568573607932876","0.6941431670281996","0.4685466377440347","0.7893518518518519","54","20","0.8911830357142857","0.38256836942269545","1","0.7700892857142857","-1","0","170240","52864","24192","7168","0","0.43796627491057744"
"P1376_consistency_probe_bert-base-cased","finished","P1376, probe","148","2021-12-05T16:07:11.000Z","bert-base-cased","P1376","0.875186298693408","0.2000178985700247","0.8759183673469387","28","0.8744740973312402","0.6914285714285714","0.0223463687150838","0.9116010571706774","0.8379888268156425","0.6703910614525139","0.939591836734694","14","14","-1","0.33284717711819123","1","0.9028571428571428","0.9342857142857144","4","31850","4900","2450","0","700","0.5294117647058824"
"P138_consistency_probe_bert-base-uncased","finished","P138, probe","518","2021-12-05T16:06:03.000Z","bert-base-uncased","P138","0.5742556308577033","0.6098110288050661","0.5332551452784504","118","0.5694901315789473","0.13392857142857142","0.3665943600867679","0.5755263157894737","0.015184381778741865","0.006507592190889371","0.62880291005291","54","20","0.80859375","0.3496750398565438","1","0.044642857142857144","-1","0","170240","52864","24192","7168","0","0.5692080668962125"
"P1376_consistency_probe_bert-base-uncased","finished","P1376, probe","138","2021-12-05T16:03:41.000Z","bert-base-uncased","P1376","1","0","1","28","1","1","0.6759776536312849","0","0","0","1","14","14","-1","0","0","0","1","4","31850","4900","2450","0","700","1"
