"Name","State","Tags","Runtime","Created","lm","pattern","avg_consistency_by_edge_out","avg_entropy","both_consistency","both_edges","consistency","consistent_subjects","group-unacc","knowledgable_consistency","lama_acc","lama_group_acc","lexical_consistency","lexical_edges","n_patterns","no_change_consistency","std_entropy","successful_patterns","successful_subjects","syntactic_consistency","syntactic_edges","total","total_both","total_lex","total_no","total_syn","unknowledgable_consistency"
"P176_consistency_probe_../Thesis_code/models/houlsby_original_cased","finished","P176, probe","439","2022-01-16T14:08:59.000Z","../Thesis_code/models/houlsby_original_cased","P176","0.43563136424817384","0.6111307249338054","0.4450609565489215","28","0.414163517008156","0.05032822757111598","0.008648648648648649","0.4392870880882164","0.7232432432432433","0.04108108108108108","0.5520475148483901","14","12","-1","0.3292921767753146","1","0.7757111597374179","-1","0","120648","25592","12796","0","0","0.32727272727272727"
"P159_consistency_probe_../Thesis_code/models/houlsby_original_cased","finished","P159, probe","362","2022-01-16T14:02:52.000Z","../Thesis_code/models/houlsby_original_cased","P159","0.4772001416336248","0.4870936294420183","0.4250505439491673","26","0.4732860520094563","0.2165206508135169","0.049937578027465665","0.6379601485984465","0.2858926342072409","0.16729088639200998","0.6274509803921569","6","10","-1","0.3990051762228651","1","0.4117647058823529","-1","0","71910","20774","4794","0","0","0.3580141843971631"
"P1412_consistency_probe_../Thesis_code/models/houlsby_original_cased","finished","P1412, probe","295","2022-01-16T13:57:52.000Z","../Thesis_code/models/houlsby_original_cased","P1412","0.6108372274416856","0.46792142563874334","0.6301914048392921","12","0.6078393437548367","0.31852654387865653","0.04112554112554113","0.6363771270280966","0.5411255411255411","0.27705627705627706","0.823943661971831","4","8","-1","0.4182392618256053","1","0.7822318526543879","0.47778981581798485","2","51688","11076","3692","0","1846","0.5053304904051172"
"P140_consistency_probe_../Thesis_code/models/houlsby_original_cased","finished","P140, probe","90","2022-01-16T13:56:17.000Z","../Thesis_code/models/houlsby_original_cased","P140","0.48184012859048353","0.6505491564437543","0.550351288056206","4","0.39656518345042935","0.0117096018735363","0.0023148148148148147","0.4295478443743428","0.046296296296296294","0.00925925925925926","-1","0","4","-1","0.4173516206513179","1","0.7423887587822015","-1","0","5124","1708","0","0","0","0.3015151515151515"
"P138_consistency_probe_../Thesis_code/models/houlsby_original_cased","finished","P138, probe","426","2022-01-16T13:49:06.000Z","../Thesis_code/models/houlsby_original_cased","P138","0.7073909538931309","0.4030197126437966","0.6826952179176755","118","0.7023261278195488","0.4084821428571429","0.01735357917570499","0.7962111604311984","0.6268980477223427","0.38177874186550975","0.6902281746031746","54","20","0.8537946428571429","0.3977092663897288","1","0.7410714285714286","-1","0","170240","52864","24192","7168","0","0.4336206896551724"
"P1376_consistency_probe_../Thesis_code/models/houlsby_original_cased","finished","P1376, probe","114","2022-01-16T13:47:07.000Z","../Thesis_code/models/houlsby_original_cased","P1376","0.5582187194213447","0.4145065160283938","0.6081632653061224","28","0.5451177394034536","0.29714285714285715","0.01675977653631285","0.5631688572865043","0.3854748603351955","0.2737430167597765","0.5314285714285715","14","14","-1","0.4080418384457019","1","0.8742857142857143","0.7085714285714285","4","31850","4900","2450","0","700","0.4195804195804196"
"P136_consistency_probe_../Thesis_code/models/houlsby_original_cased","finished","P136, probe","219","2022-01-16T13:43:23.000Z","../Thesis_code/models/houlsby_original_cased","P136","0.2286627046325322","0.5272521468146879","0.21631701631701633","30","0.21631701631701633","0.011655011655011656","0.0011641443538998836","0.2433623188405797","0.3469150174621653","0.010477299185098952","-1","0","6","-1","0.4129870161901667","1","0.6701631701631702","-1","0","25740","25740","0","0","0","0.16136631330977622"
"P131_consistency_probe_../Thesis_code/models/houlsby_original_cased","finished","P131, probe","104","2022-01-16T13:41:33.000Z","../Thesis_code/models/houlsby_original_cased","P131","0.497710826490289","0.29075268817204303","0.5335483870967742","4","0.4950537634408602","0.3496774193548387","0.16516129032258065","0.5814696485623003","0.30709677419354836","0.18451612903225809","0.4180645161290323","2","3","-1","0.45410963708423296","1","0.4038709677419355","-1","0","4650","3100","1550","0","0","0.4365079365079365"
"P1303_consistency_probe_../Thesis_code/models/houlsby_original_cased","finished","P1303, probe","94","2022-01-16T13:39:55.000Z","../Thesis_code/models/houlsby_original_cased","P1303","0.539497602465608","0.45597825685052806","0.34714003944773175","2","0.5200525969756739","0.252465483234714","0.15789473684210523","0.4682860998650472","0.3469785575048733","0.09941520467836255","-1","0","4","-1","0.45913697625525846","1","0.4871794871794872","-1","0","6084","1014","0","0","0","0.5692307692307692"
"P127_consistency_probe_../Thesis_code/models/houlsby_original_cased","finished","P127, probe","125","2022-01-16T13:37:46.000Z","../Thesis_code/models/houlsby_original_cased","P127","0.25077147386897686","0.31491882296105667","0.35335497835497837","6","0.22754329004329005","0.06168831168831169","0.0016233766233766237","0.3429705215419501","0.43344155844155846","0.060064935064935064","-1","0","4","-1","0.4359068457082365","1","0.4772727272727273","-1","0","7392","3696","0","0","0","0.12215320910973083"
"P108_consistency_probe_../Thesis_code/models/houlsby_original_cased","finished","P108, probe","72","2022-01-16T13:36:30.000Z","../Thesis_code/models/houlsby_original_cased","P108","0.6899466337683942","0.31597276010477054","0.667741935483871","10","0.6872759856630825","0.5053763440860215","0.455026455026455","0.6231884057971014","0.07407407407407407","0.05026455026455026","0.7849462365591398","2","4","-1","0.4362541508692869","1","0.12365591397849462","-1","0","4464","3720","744","0","0","0.696319018404908"
"P106_consistency_probe_../Thesis_code/models/houlsby_original_cased","finished","P106, probe","379","2022-01-16T13:30:07.000Z","../Thesis_code/models/houlsby_original_cased","P106","0.4985440023434572","0.6249189045046778","0.6097442143727162","14","0.420088741952323","0.0828258221680877","0","0.4877875603521727","0.12423873325213154","0","0.6638246041412911","6","11","-1","0.3801708742232171","1","0.6126674786845311","-1","0","45976","8210","3284","0","0","0.3130053908355795"
"P103_consistency_probe_../Thesis_code/models/houlsby_original_cased","finished","P103, probe","151","2022-01-16T13:27:31.000Z","../Thesis_code/models/houlsby_original_cased","P103","0.7290582429180333","0.2803403131740421","-1","0","0.7289397240377633","0.5925925925925926","0.14036996735582155","0.7932454695222405","0.6332970620239391","0.4526659412404787","0.8344226579520697","4","4","-1","0.4229002843635054","1","0.6612200435729847","-1","0","11016","0","3672","0","0","0.6034297963558414"
"P101_consistency_probe_../Thesis_code/models/houlsby_original_cased","finished","P101, probe","306","2022-01-16T13:22:20.000Z","../Thesis_code/models/houlsby_original_cased","P101","0.4807161805424344","0.6366041560366661","0.4015990159901599","54","0.4217759485287161","0.012915129151291511","0.008756567425569177","0.42759324009324007","0.09807355516637478","0.0035026269702276708","0.46514965149651494","18","13","-1","0.35759622900397176","1","0.16236162361623616","0.6503690036900369","4","84552","29268","9756","0","2168","0.4206483677849317"
"P1001_consistency_probe_../Thesis_code/models/houlsby_original_cased","failed","P1001, probe","43","2022-01-16T13:21:32.000Z","../Thesis_code/models/houlsby_original_cased","P1001","","","","","","","0.4442771084337349","","0.5557228915662651","0.5557228915662651","","","","","","","","","","","","","","",""
