"Name","State","Tags","Runtime","Created","lm","pattern","avg_consistency_by_edge_out","avg_entropy","both_consistency","both_edges","consistency","consistent_subjects","group-unacc","knowledgable_consistency","lama_acc","lama_group_acc","lexical_consistency","lexical_edges","n_patterns","no_change_consistency","std_entropy","successful_patterns","successful_subjects","syntactic_consistency","syntactic_edges","total","total_both","total_lex","total_no","total_syn","unknowledgable_consistency"
"P279_consistency_probe_../Thesis_code/models/houlsby_original_cased","finished","P279, probe","204","2022-01-12T23:23:16.000Z","../Thesis_code/models/houlsby_original_cased","P279","0.24235939329383704","0.3775954751944545","0.2639198218262806","4","0.23478099480326653","0.051224944320712694","0.027777777777777776","0.3102310231023102","0.11777777777777776","0.023333333333333334","0.17817371937639198","2","4","-1","0.45184732924027227","1","0.22494432071269488","-1","0","10776","3592","1796","0","0","0.2128831417624521"
"P276_consistency_probe_../Thesis_code/models/houlsby_original_cased","finished","P276, probe","90","2022-01-12T23:21:41.000Z","../Thesis_code/models/houlsby_original_cased","P276","0.8549511854951185","0","0.8549511854951185","2","0.8549511854951185","0.8549511854951185","0.8468586387434555","0.2857142857142857","0.006544502617801047","0.002617801047120419","-1","0","2","-1","0","1","0.009762900976290095","-1","0","1434","1434","0","0","0","0.8605633802816901"
"P264_consistency_probe_../Thesis_code/models/houlsby_original_cased","finished","P264, probe","132","2022-01-12T23:19:24.000Z","../Thesis_code/models/houlsby_original_cased","P264","0.35228989407883204","0.6900681974787818","0.25565610859728505","136","0.31320701357466063","0","0","0.29177807486631013","0.05660377358490566","0","0.6576923076923077","20","17","-1","0.3423325112522946","1","0.4230769230769231","-1","0","14144","7072","1040","0","0","0.328921568627451"
"P20_consistency_probe_../Thesis_code/models/houlsby_original_cased","finished","P20, probe","378","2022-01-12T23:13:00.000Z","../Thesis_code/models/houlsby_original_cased","P20","0.1295341099690317","0.3684644182753885","0.1438188494492044","12","0.12545899632802937","0","0","0.1326530612244898","0.008567931456548347","0","0.12713178294573643","30","8","-1","0.3851348178608702","1","0.042839657282741736","-1","0","45752","9804","24510","0","0","0.12513701132626964"
"P19_consistency_probe_../Thesis_code/models/houlsby_original_cased","finished","P19, probe","525","2022-01-12T23:04:09.000Z","../Thesis_code/models/houlsby_original_cased","P19","0.12383552050933254","0.41740750857624054","0.2049101412066752","36","0.13652831265154758","0","0","0.13333333333333333","0.010269576379974324","0","0.2769576379974326","8","13","0.3645699614890886","0.38479660164627383","1","0.059050064184852376","-1","0","70110","24928","6232","6232","0","0.1367288161285433"
"P190_consistency_probe_../Thesis_code/models/houlsby_original_cased","finished","P190, probe","159","2022-01-12T23:01:25.000Z","../Thesis_code/models/houlsby_original_cased","P190","0.07943506901297416","0.15428857130875026","-1","0","0.06815114709851552","0.004048582995951417","0.004470938897168405","0.07142857142857142","0.0014903129657228018","0","-1","0","4","-1","0.34333305847026885","0.5","0.02834008097165992","0.10323886639676114","4","2964","0","0","0","988","0.06805555555555555"
"P17_consistency_probe_../Thesis_code/models/houlsby_original_cased","finished","P17, probe","159","2022-01-12T22:58:38.000Z","../Thesis_code/models/houlsby_original_cased","P17","0.17145824908043986","0.24368825466520308","0.22502744237102085","2","0.1668496158068057","0.04500548847420417","0.03728070175438596","0.19444444444444445","0.03837719298245614","0.007675438596491228","-1","0","3","-1","0.4293067542019694","1","0.07903402854006586","-1","0","5466","1822","0","0","0","0.16448152562574497"
"P178_consistency_probe_../Thesis_code/models/houlsby_original_cased","finished","P178, probe","463","2022-01-12T22:50:51.000Z","../Thesis_code/models/houlsby_original_cased","P178","0.19929870108538172","0.5131926994912575","0.2998460005435275","38","0.17534423407917385","0","0","0.16381448412698413","0.2193877551020408","0","0.27959456875119526","18","16","0.42570281124497994","0.34851067016575765","1","0.5783132530120482","-1","0","139440","22078","10458","3486","0","0.191156462585034"
"P176_consistency_probe_../Thesis_code/models/houlsby_original_cased","finished","P176, probe","565","2022-01-12T22:41:21.000Z","../Thesis_code/models/houlsby_original_cased","P176","0.5379511501393411","0.7926023976992036","0.5704126289465458","28","0.5229427756780054","0.02297592997811816","0.022702702702702703","0.4823232323232323","0.001081081081081081","0","0.6455142231947484","14","12","-1","0.2790588342845975","0.9166666666666666","0.01312910284463895","-1","0","120648","25592","12796","0","0","0.5234831687159847"
"P159_consistency_probe_../Thesis_code/models/houlsby_original_cased","finished","P159, probe","469","2022-01-12T22:33:27.000Z","../Thesis_code/models/houlsby_original_cased","P159","0.09029305030656185","0.28164594029133666","0.055550206989506114","26","0.0821304408288138","0","0","0.14987080103359174","0.003745318352059925","0","0.18856904463913224","6","10","-1","0.33458591669879967","1","0.05381727158948686","-1","0","71910","20774","4794","0","0","0.07827748383303938"
